row_number,reasons,CALL_NO,CALL_TYPE,Priority,UNIT,LOCATION_ADDRESS,BEAT,Created Date,Time,Closed Date
1991,"'BEAT' expected text, has number",151680431 TRAFFIC STOP-S,,5,2M13,"WEDEKIND RD/N MCCARRAN BL, SPKS",1,06/17/2015,113000 113312,06/17/2015
1995,"'BEAT' expected text, has number",151680507 ASSIGNMENT,,9,O60,"2205 GLENDALE AV, SPK",53,06/17/2015,125539 164821,06/17/2015
2013,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2014,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2061,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2062,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2109,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2110,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2139,"'BEAT' expected text, has number",151740218 TRAFFIC STOP-S,,5,2M14,"WEDEKIND RD/N MCCARRAN BL, SPKS",1,06/23/2015,084022 084801,06/23/2015
2153,"'BEAT' expected text, has number",151740492 ASSIGNMENT,,9,T227,"2401 PRATER WY, SPK",38,06/23/2015,125304 131614,06/23/2015
2157,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2158,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2205,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2206,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2210,"'BEAT' expected text, has number",151760291 SCOOTER,,3,C215,"1837 C ST #A, SPK",55,06/25/2015,092537 111937,06/25/2015
2248,"'BEAT' expected text, has number",151780064 WELFARE CHECK,,2,C153,"710 BARING BL, SPK",53,06/27/2015,011417 013923,06/27/2015
2253,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2254,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2301,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2302,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2349,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2350,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2397,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2398,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2434,"'BEAT' expected text, has number",151820958,TRAFFIC STOP-S,5,1N41,"WEDEKIND RD/N MCCARRAN BL, SPKS",1,07/01/2015,215827 221154,07/01/2015
2445,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2446,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2459,'LOCATION_ADDRESS' garbled/scrambled text,151840006,TRAFFIC STOP-S,5,H57,"KIETZKE LN/GALLETTI WY, SPK",S5,07/03/2015,001715 002514,07/03/2015
2493,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2494,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2541,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2542,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2566,"'BEAT' expected text, has number; 'LOCATION_ADDRESS' garbled/scrambled text",151890278 TRAFFIC STOP-S,,5,2M14,"N MCCARRAN BL/WEDEKIND RD, SPKS",1,07/08/2015,093253 094247,07/08/2015
2589,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2590,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2599,"'BEAT' expected text, has number",151900221 VEHICLE CHECK-S,,5,6I20,VISTA DEL RANCHO PW/VISTA BUENAS,2,07/09/2015,082108 082247,07/09/2015
2600,"'BEAT' expected text, has number",151900221 VEHICLE CHECK-S,,5,6I20,VISTA DEL RANCHO PW/VISTA BUENAS,2,07/09/2015,082108 082247,07/09/2015
2622,"'BEAT' expected text, has number; 'LOCATION_ADDRESS' garbled/scrambled text",151900994 TRAFFIC STOP-S,,5,1N41,"N MCCARRAN BL/WEDEKIND RD, SPKS",1,07/09/2015,221522 222329,07/09/2015
2637,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2638,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2666,"'BEAT' expected text, has number",151911162 TROUBLE UNKNOWN,,1,,"947 G ST, SPK",46,07/10/2015,234130 001240,07/11/2015
2685,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2686,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2733,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2734,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2781,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2782,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2829,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2830,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2843,'LOCATION_ADDRESS' garbled/scrambled text,151970587 ACC INJ OR UNK-S,,1,6D42,"KIETZKE LN/VICTORIAN AV, SPK",S5,07/16/2015,142706 143917,07/16/2015
2877,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2878,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2905,'LOCATION_ADDRESS' garbled/scrambled text,152010192 TRAFFIC STOP,,1,2M11,"IRATCABAL DR/VISTA BL, SPK",,07/20/2015,074748 075602,07/20/2015
2921,"'BEAT' expected text, has number",152010580 WCSO CIVIL UNIT,,1,6A64,"431 PRATER WY, SPK",54,07/20/2015,135435 135933,07/20/2015
2925,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2926,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
2973,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
2974,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3021,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3022,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3042,"'BEAT' expected text, has number",152050129 TRAFFIC STOP-S,,5,1N91,"WEDEKIND RD/N MCCARRAN BL, SPKS",1,07/24/2015,042356 042953,07/24/2015
3069,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3070,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3087,"'BEAT' expected text, has number; 'LOCATION_ADDRESS' garbled/scrambled text",152060918 TRAFFIC STOP-S,,5,1N41,"N MCCARRAN BL/WEDEKIND RD, SPKS",1,07/25/2015,221343 222514,07/25/2015
3117,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3118,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3165,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3166,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3213,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3214,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3261,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3262,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3309,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3310,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3315,"'BEAT' expected text, has number",152140381 SEX CRIMES-S,,3,C256,"2375 E PRATER WY, SPK",56,08/02/2015,112244 143936,08/02/2015
3357,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3358,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3405,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3406,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3453,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3454,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3501,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3502,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3549,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3550,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3562,'LOCATION_ADDRESS' garbled/scrambled text,152210274 TRAFFIC STOP-S,,5,2M14,"SHADOWBROOK LN/SPARKS BL, SPK",S4,08/09/2015,080257 081003,08/09/2015
3597,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3598,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3605,"'BEAT' expected text, has number",152210612 STALLED VEH-S,,3,6K95,"NB 395N ON RP/N MCCARRAN BL, RNS",7,08/09/2015,143942 144851,08/09/2015
3634,"'BEAT' expected text, has number; 'LOCATION_ADDRESS' garbled/scrambled text",152230128 ACC INJ OR UNK-S,,1,M25,"N MCCARRAN BL/WEDEKIND RD, SPKS",1,08/11/2015,070631 072025,08/11/2015
3645,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3646,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3693,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3694,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3719,"'BEAT' expected text, has number; 'LOCATION_ADDRESS' garbled/scrambled text",152270937 TRAFFIC STOP-S,,5,1N41,"N MCCARRAN BL/WEDEKIND RD, SPKS",1,08/15/2015,220512 221539,08/15/2015
3732,"'BEAT' expected text, has number; 'LOCATION_ADDRESS' garbled/scrambled text",152280770 TRAFFIC STOP-S,,5,3N91,"N MCCARRAN BL/WEDEKIND RD, SPKS",1,08/16/2015,191718 193053,08/16/2015
3738,"'BEAT' expected text, has number",152290103 WELFARE CHECK,,2,C156,"1055 S ROCK BL, SPK",53,08/17/2015,042108 043240,08/17/2015
3739,"'BEAT' expected text, has number",152290103 WELFARE CHECK,,2,C156,"1055 S ROCK BL, SPK",53,08/17/2015,042108 043240,08/17/2015
3740,"'BEAT' expected text, has number",152290103 WELFARE CHECK,,2,C156,"1055 S ROCK BL, SPK",53,08/17/2015,042108 043240,08/17/2015
3741,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3742,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3750,"'BEAT' expected text, has number",152290283 TRAFFIC STOP-S,,5,2M11,"WEDEKIND RD/N MCCARRAN BL, SPKS",1,08/17/2015,095617 100609,08/17/2015
3763,"'BEAT' expected text, has number",152290413 RECOVERED GTA,,3,S276,"1700 MARIETTA WY, SPK",76,08/17/2015,115700 125109,08/17/2015
3789,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3790,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3825,"'BEAT' expected text, has number",152320128 RECOVERED GTA-S,,3,S298,"1700 MARIETTA WY, SPK",66,08/20/2015,070116 075729,08/20/2015
3826,"'BEAT' expected text, has number",152320128 RECOVERED GTA-S,,3,S298,"1700 MARIETTA WY, SPK",66,08/20/2015,070116 075729,08/20/2015
3837,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3838,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3885,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3886,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3933,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3934,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
3966,"'BEAT' expected text, has number",152380697 LARCENY-S,,2,,"BANK OF AMERICA N MCCARRAN, SPS",6,08/26/2015,162342 162342,08/26/2015
3981,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
3982,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
4029,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
4030,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
4046,"'BEAT' expected text, has number; 'LOCATION_ADDRESS' garbled/scrambled text",152410918 TRAFFIC STOP-S,,5,3N41,"N MCCARRAN BL/WEDEKIND RD, SPKS",1,08/29/2015,205023 220232,08/29/2015
4047,"'BEAT' expected text, has number; 'LOCATION_ADDRESS' garbled/scrambled text",152410918 TRAFFIC STOP-S,,5,3N41,"N MCCARRAN BL/WEDEKIND RD, SPKS",1,08/29/2015,205023 220232,08/29/2015
4061,'LOCATION_ADDRESS' garbled/scrambled text,152430053 OUTSIDE AGENCY-S,,3,H51,"KIETZKE LN/VICTORIAN AV, SPK",S5,08/31/2015,011809 012102,08/31/2015
4077,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
4078,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
4083,'LOCATION_ADDRESS' garbled/scrambled text,152440030 TRAFFIC STOP-S,,5,C156,"KIETZKE LN/VICTORIAN AV, SPK",S5,09/01/2015,004532 005031,09/01/2015
