call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode,agency
P210166220,12/15/2021 0:00,1058,6945,NE HIDDEN COVE RD,121637943,25605351,FOUND4,BIPD
P210166207,12/15/2021 0:00,1036,,NE BAKER HILL RD / CRYSTAL SPRINGS DR NE,121104599,22723660,FOUND4,BIPD
P210166418,12/15/2021 0:00,1755,11282,NE STATE HWY 104,123195300,29433700,INFOP4,BIPD
P210169802,12/22/2021 0:00,1703,,VINEYARD LN / WINSLOW WAY E,122602607,23259752,CELL,BIPD
P210166648,12/16/2021 0:00,0919,14062,HENDERSON RD NE,121491854,25673511,SUSPI3,BIPD
P210166805,12/16/2021 0:00,1359,1344,WINTERGREEN LN NE,122621704,23727339,CPR,BIPD
P210170080,12/23/2021 0:00,1133,11099,ROLLING BAY WALK NE,122917446,24657199,POV3,BIPD
P210166968,12/16/2021 0:00,1912,350,HIGH SCHOOL RD NE,122521100,23645300,THREA4,BIPD
P210167017,12/16/2021 0:00,2129,7305,NE HIDDEN COVE RD,121796062,25528639,FU,BIPD
P210167154,12/17/2021 0:00,0802,625,WINSLOW WAY E,122607645,23236096,FRAUD4,BIPD
P210167187,12/17/2021 0:00,0912,835,MADISON AVE N,122415345,23498497,THEFT4,BIPD
P210170551,12/24/2021 0:00,1105,10355,NE VALLEY RD,122716895,24691499,THREA4,BIPD
P210167271,12/17/2021 0:00,1149,,FINCH RD NE / WYATT WAY NW,122036768,23398067,MVCA,BIPD
P210170763,12/24/2021 0:00,2019,,"XY(122322243,23819745)",122322243,23819745,CELL,BIPD
P210167332,12/17/2021 0:00,1348,337,HIGH SCHOOL RD,122617294,23236725,FU,BIPD
P210170903,12/25/2021 0:00,0628,350,HIGH SCHOOL RD NE,122521100,23645300,UNWAN3,BIPD
P210170939,12/25/2021 0:00,1023,,BIRKLAND RD NE / WEST BLAKELY AVE NE,122063558,22362748,CELL,BIPD
P210167364,12/17/2021 0:00,1443,835,MADISON AVE N,122415345,23498497,THEFT4,BIPD
P210167450,12/17/2021 0:00,1713,,FLETCHER BAY RD NE / NE MAXWELL LN,121347681,24104495,CELL,BIPD
P210171854,12/27/2021 0:00,0952,4949,SW HOVDE RD,119172238,18887488,ASSIS4,BIPD
P210167708,12/18/2021 0:00,1006,9420,GREEN SPOT PL NE,122664545,24110248,FU,BIPD
P210172041,12/27/2021 0:00,1642,,NE OLD CREOSOTE HILL RD / TAYLOR AVE NE,122678929,22716898,TRAFF3,BIPD
P210167680,12/18/2021 0:00,0859,,NE KOURA RD / MILLER RD NE,121576649,24728845,TRAFF3,BIPD
P210172441,12/28/2021 0:00,1523,299,SHANNON DR SE,122508700,23164500,MISC3,BIPD
P210172665,12/29/2021 0:00,0801,7325,STATE HWY 305 NE,122518917,23902953,FI,BIPD
P210172831,12/29/2021 0:00,1452,829,HIGH SCHOOL RD NE,122603608,23238392,FI,BIPD
P210168156,12/19/2021 0:00,0707,835,MADISON AVE N,122415345,23498497,ASSIS4,BIPD
P210168387,12/19/2021 0:00,1749,14563,NE WILD SWAN LN,122641145,25794802,TRANS,BIPD
P210165749,12/14/2021 0:00,1157,9330,NE HIGH SCHOOL RD,122364045,23666097,MVC4,BIPD
P210168898,12/20/2021 0:00,2128,,"XY(122372642,23633291)",122372642,23633291,CELL,BIPD
P210173157,12/30/2021 0:00,1148,5004,CRYSTAL SPRINGS DR NE,121107542,22680195,ASSIS4,BIPD
P210169267,12/21/2021 0:00,1533,,"XY(122488177,23230148)",122488177,23230148,CELL,BIPD
P210173228,12/30/2021 0:00,1437,13545,PHELPS RD NE,122275045,25679301,MISC3,BIPD
P210169281,12/21/2021 0:00,1553,10445,SECRETARIAT LN NE,122008244,24495449,MALIC4,BIPD
P210169382,12/21/2021 0:00,1952,835,MADISON AVE N,122415345,23498497,THEFT4,BIPD
P210169518,12/22/2021 0:00,0601,835,MADISON AVE N,122415345,23498497,THEFT4,BIPD
P210169552,12/22/2021 0:00,0842,,DEAD END / NE YAQUINA AVE,122473004,24034617,CELL,BIPD
P210169676,12/22/2021 0:00,1325,625,WINSLOW WAY E,122607645,23236096,RECKL4,BIPD
P210169842,12/22/2021 0:00,1855,,VINEYARD LN / WINSLOW WAY E,122604664,23256788,CELL,BIPD
P210169879,12/22/2021 0:00,2102,150,MADRONE LN N,122467154,23268952,SFC,BIPD
P210170265,12/23/2021 0:00,1711,835,MADISON AVE N,122415345,23498497,SUSPI4,BIPD
P210170297,12/23/2021 0:00,1906,835,MADISON AVE N,122415345,23498497,THEFT4,BIPD
P210170486,12/24/2021 0:00,0544,860,GILMORE WAY NE,122676545,23316947,SUICI4,BIPD
P210170554,12/24/2021 0:00,1114,14597,PHELPS RD NE,122398645,25820052,WC4,BIPD
P210170706,12/24/2021 0:00,1734,829,HIGH SCHOOL RD NE,122684100,23597800,CHILD4,BIPD
P210170861,12/25/2021 0:00,0127,491,AMBROSE LN NW,122401457,23380193,PC4,BIPD
P210171385,12/26/2021 0:00,1132,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,TRAFF3,BIPD
P210171728,12/27/2021 0:00,0010,330,GROW AVE NW,122352195,23333597,CPR,BIPD
P210171900,12/27/2021 0:00,1126,10430,NE CASCADE ST,122749295,25564401,MISC4,BIPD
P210172196,12/28/2021 0:00,0140,,"XY(122229994,23378843)",122229994,23378843,CELL,BIPD
P210172602,12/29/2021 0:00,0000,4476,ROCKAWAY BEACH RD NE,122945096,22467945,ANIMA3,BIPD
P210172908,12/29/2021 0:00,1745,234,WOOD AVE SW,122365695,23199546,MISSI4,BIPD
P210172918,12/29/2021 0:00,1812,,NE DARDEN LN / TOE JAM HILL RD NE,122721651,21541234,ASSIS4,BIPD
P210173094,12/30/2021 0:00,0859,,NE SOUTH BEACH DR / TOE JAM HILL RD NE,122707588,21440896,FU,BIPD
P210168887,12/20/2021 0:00,2055,835,MADISON AVE N,122415345,23498497,THEFT4,BIPD
P210173233,12/30/2021 0:00,1456,9443,NE VALLEY RD,122425645,24692999,SUSPI4,BIPD
P210173280,12/30/2021 0:00,1625,5725,MADISON AVE N,122438990,23747133,FOUND4,BIPD
P210173380,12/30/2021 0:00,2106,829,NE HIGH SCHOOL RD,122683295,23596597,FI,BIPD
P210173468,12/31/2021 0:00,0657,2970,PLEASANT BEACH DR NE,122171494,22008094,ASSIS4,BIPD
P210173572,12/31/2021 0:00,1156,370,BRIEN DR SE,122512245,23192496,ASSIS4,BIPD
P210173765,12/31/2021 0:00,1835,7085,NE BAY HILL RD,121550793,24867000,TRAFF3,BIPD
P210173872,12/31/2021 0:00,2209,10778,BATTLE POINT DR NE,121003043,24598677,PC4,BIPD
P210173135,12/30/2021 0:00,1120,15616,AGATEWOOD RD NE,121625893,26157402,ALRP,BIPD
P210002741,1/7/2021 0:00,1541,835,MADISON AVE N,122415345,23498497,WC911,BIPD
P210002614,1/7/2021 0:00,1139,,ARTHUR PL NW / WHITED PL NW,122273530,23745292,CELL,BIPD
P210002407,1/6/2021 0:00,2208,829,HIGH SCHOOL RD NE,122684100,23597800,CPR,BIPD
P210002169,1/6/2021 0:00,1313,,NE DAY RD E / NE YETI LN,122031631,25269895,CELL,BIPD
P210001686,1/5/2021 0:00,1158,860,FAIRVIEW AVE NE,123078546,23476797,CIVIL3,BIPD
P210005415,1/13/2021 0:00,1552,3377,TANI CREEK RD NE,122177344,22104644,ALRFRP,BIPD
P210005479,1/13/2021 0:00,1825,5261,ROSE AVE NE,122394945,22797896,NOISE4,BIPD
P210001628,1/5/2021 0:00,0912,181,WINSLOW WAY E,122455141,23242401,ALRA,BIPD
P210005568,1/14/2021 0:00,0027,4765,LYNWOOD CENTER RD NE,121752093,22580745,DV3,BIPD
P210005665,1/14/2021 0:00,0946,10233,NE GARIBALDI LOOP,122671545,23759648,FU,BIPD
P210001359,1/4/2021 0:00,1509,300,HIGH SCHOOL RD NE,122508000,23657000,FRAUD4,BIPD
P210001355,1/4/2021 0:00,1500,,MADISON AVE N / WYATT WAY NE,122430882,23382078,FU,BIPD
P210006049,1/15/2021 0:00,0654,425,BRIEN DR SE,122525308,23186417,PARKI5,BIPD
P210001341,1/4/2021 0:00,1421,10205,MANITOU BEACH DR NE,122752645,24420149,CUSTO4,BIPD
P210006670,1/16/2021 0:00,1221,6087,NE OLD MILL RD,121990351,23012671,DV3,BIPD
P210006673,1/16/2021 0:00,1239,200,NE HIGH SCHOOL RD,122481895,23673747,MALIC4,BIPD
P210001296,1/4/2021 0:00,1220,271,MADISON AVE S,122426798,23203379,HARAS4,BIPD
P210007042,1/17/2021 0:00,1216,,"XY(122657616,23136690)",122657616,23136690,CELL,BIPD
P210000921,1/3/2021 0:00,1152,119,WYATT WAY NW,122425397,23382261,PC4,BIPD
P210000628,1/2/2021 0:00,1442,,GROW AVE NW / WYATT WAY NW,122332496,23385509,WIRESU,BIPD
P210000307,1/1/2021 0:00,1827,,DEAD END / FLETCHER BLVD NE,121246296,24043185,CELL,BIPD
P210000255,1/1/2021 0:00,1537,253,NE HIGH SCHOOL RD,122470095,23627397,UNKNO3,BIPD
P210007337,1/18/2021 0:00,0742,5340,NE FLETCHER LNDG,121038087,23918282,NOISE4,BIPD
P210007425,1/18/2021 0:00,1131,132,OLYMPIC DR SE,122596965,23236602,PC4,BIPD
P210000006,1/1/2021 0:00,0017,6207,NE WILLIAMS LN,121333200,24730600,FIREW4,BIPD
P210004712,1/12/2021 0:00,1207,860,GILMORE WAY NE,122676545,23316947,BLSP,BIPD
P210004967,1/12/2021 0:00,2102,280,MADISON AVE N,122441895,23299097,PC3,BIPD
P210003475,1/9/2021 0:00,1407,,BAYWATCH CT NE / STATE HWY 305 NE,119793316,26905101,INFOP3,BIPD
P210007842,1/19/2021 0:00,1138,,"XY(122322243,23819745)",122322243,23819745,CELL,BIPD
P210007931,1/19/2021 0:00,1447,,VINEYARD LN / WINSLOW WAY E,122604664,23256788,CELL,BIPD
P210007933,1/19/2021 0:00,1455,11351,BLUE HERON LN NE,121417793,24774650,SUSPI4,BIPD
P210008117,1/19/2021 0:00,2234,245,HIGH SCHOOL RD NW,122404295,23635147,THREA3,BIPD
P210003392,1/9/2021 0:00,0955,,BIRKLAND RD NE / BLAKELY AVE NE,122108386,22332106,FU,BIPD
P210004990,1/12/2021 0:00,2150,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,TRAFF3,BIPD
P210003032,1/8/2021 0:00,1155,,DUANE LN NW / WALLACE WAY NE,122440537,23543506,CELL,BIPD
P210008386,1/20/2021 0:00,1421,,"XY(121562819,25300047)",121562819,25300047,CELL,BIPD
P210002969,1/8/2021 0:00,0930,8731,NE MCREDMOND LN,122154144,24300099,PC4,BIPD
P210005050,1/12/2021 0:00,2358,,NE AVALON LN / BLAKELY AVE NE,122002573,22667486,TRAFF3,BIPD
P210005185,1/13/2021 0:00,0657,229,SHEPARD WAY NW,122370825,23292067,DOAB,BIPD
P210005297,1/13/2021 0:00,1146,229,SHEPARD WAY NW,122370825,23292067,FU,BIPD
P210005354,1/13/2021 0:00,1336,1710,BEANS BIGHT RD NE,122955246,21560143,PC4,BIPD
P210005368,1/13/2021 0:00,1416,,"XY(121108750,24627260)",121108750,24627260,CELL,BIPD
P210005387,1/13/2021 0:00,1444,11000,MOUNTAIN VIEW RD NE,122927355,24633554,BLSP,BIPD
P210005531,1/13/2021 0:00,2109,860,GILMORE WAY NE,122676545,23316947,BLSP,BIPD
P210009019,1/21/2021 0:00,2216,,NE BILL POINT DR / NE BILL POINT DR,122820369,22807335,CELL,BIPD
P210009178,1/22/2021 0:00,1106,343,WINSLOW WAY E,122510453,23228755,T,BIPD
P210005652,1/14/2021 0:00,0923,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,ASSIS4,BIPD
P210009435,1/22/2021 0:00,1935,,SADIE LN NW / WALLACE WAY NE,122437314,23493227,CELL,BIPD
P210005657,1/14/2021 0:00,0934,2106,FORT WARD HILL RD NE,122366545,21679143,FU,BIPD
P210006245,1/15/2021 0:00,1424,146,OLYMPIC DR SE,122598259,23233016,SUSPI4,BIPD
P210006710,1/16/2021 0:00,1404,200,NE HIGH SCHOOL RD,122481895,23673747,SUICIB,BIPD
P210007052,1/17/2021 0:00,1243,225,HIGH SCHOOL RD NW,122373845,23636947,DV3,BIPD
P210007203,1/17/2021 0:00,2000,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,DUI3,BIPD
P210009996,1/24/2021 0:00,0923,,DEAD END / SKOGEN LN NE,122020090,25989283,UNKNO3,BIPD
P210007209,1/17/2021 0:00,2008,,REITAN RD NE / STATE HWY 305 NE,121438217,26435044,DUI3,BIPD
P210010559,1/25/2021 0:00,1747,335,EAKIN DR NW,122120344,23330947,HARAS4,BIPD
P210007307,1/18/2021 0:00,0507,860,GILMORE WAY NE,122676545,23316947,UNKNO3,BIPD
P210007456,1/18/2021 0:00,1257,,NE DAY RD W / NE HIDDEN COVE RD,121905957,25420087,CELL,BIPD
P210010913,1/26/2021 0:00,1359,11002,HYLA AVE NE,122665395,24640849,ASSIS4,BIPD
P210011041,1/26/2021 0:00,1917,225,HIGH SCHOOL RD NW,122373845,23636947,TRANS,BIPD
P210007795,1/19/2021 0:00,0959,8588,NE HIDDEN COVE RD,122175544,25815402,FI,BIPD
P210007813,1/19/2021 0:00,1047,710,JOHN NELSON LN NE,122594695,23462497,UNWAN4,BIPD
P210008228,1/20/2021 0:00,0825,676,MADISON AVE N,122448195,23442147,POV4,BIPD
P210008307,1/20/2021 0:00,1144,301,SHANNON DR SE,122531725,23167210,BURGL4,BIPD
P210008336,1/20/2021 0:00,1224,,NE MORNING LN / SUNRISE DR NE,122748036,25920865,HARAS4,BIPD
P210008360,1/20/2021 0:00,1331,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235619,23919372,T,BIPD
P210008405,1/20/2021 0:00,1451,8800,MADISON AVE N,122461785,23903536,WC911,BIPD
P210012224,1/29/2021 0:00,1143,343,WINSLOW WAY E,122510453,23228755,MVCB,BIPD
P210012504,1/29/2021 0:00,2226,785,ERICKSEN AVE NE,122526495,23490797,SUICI4,BIPD
P210008531,1/20/2021 0:00,1953,5530,TAYLOR AVE NE,122689845,22833196,GUNVI3,BIPD
P210008663,1/21/2021 0:00,0747,4200,RODEO LN NE,121362943,22358695,UNKNO2,BIPD
P210008671,1/21/2021 0:00,0815,676,MADISON AVE N,122448195,23442147,MISC4,BIPD
P210013299,2/1/2021 0:00,0849,625,WINSLOW WAY E,122607645,23236096,FU,BIPD
P210013354,2/1/2021 0:00,1100,625,WINSLOW WAY E,122607645,23236096,MISC4,BIPD
P210013471,2/1/2021 0:00,1515,8220,NE QUAIL HILL RD,122032229,23815990,TRESP3,BIPD
P210013803,2/2/2021 0:00,1102,7586,NE HIDDEN COVE RD,121841044,25698301,UNKNO3,BIPD
P210008686,1/21/2021 0:00,0845,676,MADISON AVE N,122448195,23442147,CIVIL4,BIPD
P210008798,1/21/2021 0:00,1249,,NE SEABOLD CHURCH RD / STATE HWY 305 NE,121629175,25910575,TRAFF3,BIPD
P210013909,2/2/2021 0:00,1436,,"XY(122489189,23227936)",122489189,23227936,CELL,BIPD
P210008834,1/21/2021 0:00,1354,3903,NW RANDALL WAY,118148815,24324739,MISC3,BIPD
P210009316,1/22/2021 0:00,1541,7784,HANSEN RD NE,121163000,23633666,FU,BIPD
P210009438,1/22/2021 0:00,1954,285,MADISON AVE S,122426500,23199000,ALSP,BIPD
P210009634,1/23/2021 0:00,1104,10658,NE MANITOU PARK BLVD,122915596,24500049,PC3,BIPD
P210009727,1/23/2021 0:00,1532,,FLETCHER BAY RD NE / NE VINCENT RD,121730549,23119441,TRAFF3,BIPD
P210014838,2/4/2021 0:00,1140,8883,NE WARDWELL RD,122224994,24299799,CIVIL4,BIPD
P210014912,2/4/2021 0:00,1435,,MANITOU BEACH DR NE / NORTH MADISON AVE NE,122430259,24309094,T,BIPD
P210015202,2/5/2021 0:00,0944,,HENDERSON RD NE / NE RALSTON RD,121493728,25780647,WIRESU,BIPD
P210015269,2/5/2021 0:00,1148,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,RECKL3,BIPD
P210009815,1/23/2021 0:00,1943,825,HIGH SCHOOL RD NE,122681400,23613000,ASSAU2,BIPD
P210009840,1/23/2021 0:00,2047,15798,STATE HWY 305 NE,121419100,26448500,T,BIPD
P210010269,1/25/2021 0:00,0254,8333,SPRINGRIDGE RD NE,121251117,23799909,ALRA,BIPD
P210010687,1/26/2021 0:00,0204,14881,HENDERSON RD NE,121491028,25938077,ALRA,BIPD
P210010740,1/26/2021 0:00,0835,499,MADISON AVE N,122417295,23377847,FU,BIPD
P210007471,1/18/2021 0:00,1336,,DEAD END / NE HIDDEN COVE RD,121699525,25597995,UNKNO3,BIPD
P210011633,1/28/2021 0:00,0849,625,ALDER AVE NE,122990280,23402138,OPEN4,BIPD
P210011706,1/28/2021 0:00,1041,12781,NORTH MADISON AVE NE,122441645,25215900,TRAFF3,BIPD
P210011702,1/28/2021 0:00,1038,,LYNWOOD CENTER RD NE / POINT WHITE DR NE,121759235,22525891,ABAND4,BIPD
P210016631,2/8/2021 0:00,1309,3273,PLEASANT BEACH DR NE,122068194,22101444,MISC3,BIPD
P210011935,1/28/2021 0:00,1804,,GROW AVE NW / IHLAND WAY NW,122336344,23584729,TRAFF3,BIPD
P210016829,2/8/2021 0:00,2008,,MANDUS OLSON RD NE / NE NEW BROOKLYN RD,121781712,23932595,T,BIPD
P210016869,2/8/2021 0:00,2229,8641,SANDS AVE NE,121875894,23848148,PC4,BIPD
P210017020,2/9/2021 0:00,0942,,GROW AVE NW / HIGH SCHOOL RD NW,122338072,23651202,T,BIPD
P210011971,1/28/2021 0:00,1906,625,WINSLOW WAY E,122607645,23236096,SEXOF4,BIPD
P210012274,1/29/2021 0:00,1300,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535741,23645021,SUSPI3,BIPD
P210012600,1/30/2021 0:00,0725,,EUCLID AVE NE / NE LAFAYETTE AVE,122464458,26128713,TRAFF3,BIPD
P210017509,2/10/2021 0:00,1141,271,WINSLOW WAY E,122484900,23247700,MISC5,BIPD
P210012709,1/30/2021 0:00,1355,625,WINSLOW WAY E,122607645,23236096,MISC4,BIPD
P210013178,1/31/2021 0:00,2015,,NE LOVGREEN RD E / STATE HWY 305 NE,122194159,24976179,MVCG,BIPD
P210013840,2/2/2021 0:00,1218,,"XY(121130409,23714986)",121130409,23714986,CELL,BIPD
P210013851,2/2/2021 0:00,1250,711,DEERCLIFF RD NE,122651645,23569897,THEFT4,BIPD
P210013944,2/2/2021 0:00,1540,823,NE HIGH SCHOOL RD,122682095,23625747,DV3,BIPD
P210017914,2/11/2021 0:00,0902,225,HIGH SCHOOL RD NW,122373845,23636947,BURGL4,BIPD
P210014060,2/2/2021 0:00,2010,625,WINSLOW WAY E,122607645,23236096,MISC4,BIPD
P210014266,2/3/2021 0:00,1004,299,SHANNON DR SE,122508700,23164500,FI,BIPD
P210018568,2/12/2021 0:00,1849,,NE DAY RD E / NE YETI LN,122025375,25273317,CELL,BIPD
P210014549,2/3/2021 0:00,1927,716,VILLAGE CIR NW,122209144,23421547,TRANS,BIPD
P210011245,1/27/2021 0:00,1039,,COSGROVE ST NW / WYATT WAY NW,122210173,23390033,SUSPI4,BIPD
P210016479,2/8/2021 0:00,0710,,DEAD END / TIFFANY MEADOWS DR NE,122720837,23390344,CELL,BIPD
P210016609,2/8/2021 0:00,1205,,"XY(122622377,24164885)",122622377,24164885,CELL,BIPD
P210016700,2/8/2021 0:00,1519,,NE KOURA RD / MILLER RD NE,121576649,24728845,T,BIPD
P210017037,2/9/2021 0:00,1014,,"XY(121460297,25961283)",121460297,25961283,CELL,BIPD
P210017173,2/9/2021 0:00,1444,200,HIGH SCHOOL RD NE,122477200,23673300,BEHAVB,BIPD
P210019956,2/16/2021 0:00,1301,,"XY(122521434,23612516)",122521434,23612516,CELL,BIPD
P210017207,2/9/2021 0:00,1554,200,HIGH SCHOOL RD NE,122477200,23673300,VEHIT4,BIPD
P210020247,2/17/2021 0:00,0111,11984,MILLER RD NE,121745782,24996703,REPOS,BIPD
P210020343,2/17/2021 0:00,1027,,RIDGE LN NE / RIDGE LN NE,121797617,23213290,CELL,BIPD
P210020409,2/17/2021 0:00,1311,625,WINSLOW WAY E,122607645,23236096,MISC4,BIPD
P210017504,2/10/2021 0:00,1131,625,WINSLOW WAY E,122607645,23236096,MISC5,BIPD
P210020649,2/18/2021 0:00,0427,,NE KOURA RD / MILLER RD NE,121576649,24728845,MVC4,BIPD
P210017553,2/10/2021 0:00,1314,,BRIEN DR SE / BRIEN DR SE,122491220,23200163,CELL,BIPD
P210020710,2/18/2021 0:00,0945,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,FI,BIPD
P210020741,2/18/2021 0:00,1108,,SPORTSMAN CLUB RD NE / NE WARDWELL RD,122380026,24286054,T,BIPD
P210017640,2/10/2021 0:00,1557,200,HIGH SCHOOL RD NE,122477200,23673300,RECOV4,BIPD
P210017749,2/10/2021 0:00,1950,1835,NE DINGLEY RD,123006173,23494250,MVCA,BIPD
P210017801,2/10/2021 0:00,2212,10478,ARROW POINT DR NE,121265743,24672499,MVC4,BIPD
P210017881,2/11/2021 0:00,0717,170,HARBOR SQUARE LOOP NE,122631973,23272822,CPR,BIPD
P210014782,2/4/2021 0:00,0954,635,HIGH SCHOOL RD NE,122615945,23616547,UNWAN3,BIPD
P210015429,2/5/2021 0:00,1758,,HIGH SCHOOL RD NW / LOVELL AVE NW,122306189,23652413,FU,BIPD
P210015440,2/5/2021 0:00,1821,337,HIGH SCHOOL RD NE,122530000,23641500,THEFT4,BIPD
P210015607,2/5/2021 0:00,2308,,W LOXIE EAGANS BLVD / STATE HWY 3 NW,118645227,20896556,T,BIPD
P210022018,2/21/2021 0:00,1240,,"XY(116222704,23651529)",116222704,23651529,UNKNO4,BIPD
P210015766,2/6/2021 0:00,1130,,NE BROOKCLIFF LN / FERNCLIFF AVE NE,122696110,23465973,T,BIPD
P210015823,2/6/2021 0:00,1329,22776,CLEAR CREEK RD NW,118589971,28651303,BLSGP,BIPD
P210016271,2/7/2021 0:00,1543,827,NE HIGH SCHOOL RD,122679445,23604847,FRAUD4,BIPD
P210022534,2/22/2021 0:00,1613,,MADISON AVE N / STATE HWY 305 NE,122472788,23963126,T,BIPD
P210016399,2/7/2021 0:00,2228,,NE DAY RD E / NE YETI LN,122025375,25273317,CELL,BIPD
P210019342,2/14/2021 0:00,1645,,NE LOVGREEN RD E / NORTH MADISON AVE NE,122463587,24967549,SUSPI3,BIPD
P210019692,2/15/2021 0:00,1637,13680,SUNRISE DR NE,122760796,25534351,ALRA,BIPD
P210019800,2/16/2021 0:00,0040,,"XY(122317550,23822767)",122317550,23822767,CELL,BIPD
P210022810,2/23/2021 0:00,0911,700,GROW AVE NW,122333881,23453722,PC4,BIPD
P210022811,2/23/2021 0:00,0914,625,WINSLOW WAY E,122607645,23236096,MISC5,BIPD
P210019923,2/16/2021 0:00,1134,265,WINSLOW WAY E,122481995,23237596,SUSPI3,BIPD
P210023443,2/24/2021 0:00,1529,8067,NE BUCKLIN HILL RD,121920083,23168071,T,BIPD
P210023658,2/25/2021 0:00,0103,499,OLYMPIC DR SE,122674000,23182900,ASSIS3,BIPD
P210020162,2/16/2021 0:00,1942,,AARON AVE / NE PRESTON ST,122933515,23581649,CELL,BIPD
P210023759,2/25/2021 0:00,1006,,NE BILL POINT DR / NE BILL POINT DR,122810047,22794424,CELL,BIPD
P210020476,2/17/2021 0:00,1541,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,121365993,23936591,T,BIPD
P210024130,2/25/2021 0:00,2341,,"XY(122774503,24712497)",122774503,24712497,CELL,BIPD
P210020682,2/18/2021 0:00,0849,,NE KOURA RD / MILLER RD NE,121576649,24728845,FU,BIPD
P210020785,2/18/2021 0:00,1302,625,WINSLOW WAY E,122607645,23236096,MISC4,BIPD
P210024342,2/26/2021 0:00,1417,,NEW SWEDEN AVE NE / WARD AVE NE,122556593,22849568,CELL,BIPD
P210024373,2/26/2021 0:00,1505,9734,MANITOU PL NE,122499345,24464699,CIVIL4,BIPD
P210020998,2/18/2021 0:00,2118,1145,HAWLEY WAY NE,122774596,23283247,FU,BIPD
P210021063,2/19/2021 0:00,0320,1560,MADISON AVE N,122513295,23720447,PC4,BIPD
P210024496,2/26/2021 0:00,1843,,FLETCHER BAY RD NE / MILLER RD NE,121365993,23936591,T,BIPD
P210024631,2/27/2021 0:00,0315,15446,SUNRISE DR NE,122763796,26092302,PC4,BIPD
P210024717,2/27/2021 0:00,1027,325,GROW AVE NW,122325245,23326847,ORDNA4,BIPD
P210021181,2/19/2021 0:00,1119,625,WINSLOW WAY E,122607645,23236096,FRAUD5,BIPD
P210021167,2/19/2021 0:00,1052,12555,SUNRISE DR NE,122732035,25142264,MISC5,BIPD
P210018167,2/11/2021 0:00,1851,,GROW AVE NW / HIGH SCHOOL RD NW,122338072,23651202,T,BIPD
P210025440,3/1/2021 0:00,0829,,GROW AVE NW / MADISON AVE N,122343153,23663857,CELL,BIPD
P210018378,2/12/2021 0:00,1009,1028,GROW AVE NW,122342382,23556887,T,BIPD
P210018811,2/13/2021 0:00,0659,12008,CHARLES PL NE,122306345,24981350,WIRESF,BIPD
P210019072,2/13/2021 0:00,1834,,"XY(121260832,23490570)",121260832,23490570,CELL,BIPD
P210025854,3/2/2021 0:00,0601,10850,NE BOULDER PL,122810596,22440045,FU,BIPD
P210025954,3/2/2021 0:00,1151,625,WINSLOW WAY E,122607645,23236096,FU,BIPD
P210021613,2/20/2021 0:00,1025,625,WINSLOW WAY E,122607645,23236096,MISC4,BIPD
P210026590,3/3/2021 0:00,1844,15446,SUNRISE DR NE,122763796,26092302,ALRA,BIPD
P210021783,2/20/2021 0:00,1857,625,WINSLOW WAY E,122607645,23236096,RECOV4,BIPD
P210026861,3/4/2021 0:00,1218,,"XY(122901790,23485651)",122901790,23485651,CELL,BIPD
P210019214,2/14/2021 0:00,0914,370,BRIEN DR SE,122512245,23192496,ASSIS4,BIPD
P210027100,3/4/2021 0:00,2157,10045,SECRETARIAT LN NE,121979394,24348249,RUNAW4,BIPD
P210022745,2/23/2021 0:00,0448,,KIMIKO LN / NE NEW BROOKLYN RD,122441884,23846670,MVC3,BIPD
P210022777,2/23/2021 0:00,0725,14450,KOMEDAL RD NE,121569493,25793302,SUSPI4,BIPD
P210027484,3/5/2021 0:00,1755,13735,STATE HWY 305 NE,121803602,25569872,MISC3,BIPD
P210027548,3/5/2021 0:00,2019,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,121772646,22605382,T,BIPD
P210023234,2/24/2021 0:00,0738,,NORTH MADISON AVE NE / NE WINTHERS RD,122463587,24967549,T,BIPD
P210027828,3/6/2021 0:00,1622,835,STRAWBERRY LN NW,122205644,23511347,FU,BIPD
P210023724,2/25/2021 0:00,0846,130,OLYMPIC DR SE,122596888,23237151,FU,BIPD
P210027878,3/6/2021 0:00,1902,,SPORTSMAN CLUB RD NE / NE WARDWELL RD,122380026,24286054,T,BIPD
P210027914,3/6/2021 0:00,2100,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,T,BIPD
P210027960,3/6/2021 0:00,2317,4600,LYNWOOD CENTER RD NE,121758784,22532464,NOISE4,BIPD
P210023869,2/25/2021 0:00,1414,267,STATE HWY 305 NE,122594960,23300347,TRAFF4,BIPD
P210028028,3/7/2021 0:00,0743,1344,WINTERGREEN LN NE,122621704,23727339,ALRA,BIPD
P210024208,2/26/2021 0:00,0931,9624,SPORTSMAN CLUB RD NE,122373345,24193248,T,BIPD
